Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Motional,5.0,"Feb 28, 2024","Smart People, Great Work",Software Engineer,"Current Employee, more than 3 years","Pittsburgh, PA","These may only be relevant to autonomy
- Good benefits like fitness reimbursement, parking reimbursement, bonus, etc
- Clear road map over multiple quarters","- many reorgs and poor leadership at vp level
- tooling and support teams don't have good synergy with autonomy"
Motional,5.0,"Jan 19, 2024",Probably one of the best places to work,Senior Software Engineer,"Current Employee, more than 3 years","Pittsburgh, PA","The company makes extremely good use of employee engagement surveys. Every single piece of critical constructive feedback I've given has been acted on. The Cloud Apps Director and Principal Engineer Team Leads at this company show that they care for individuals with their actions, and are open-minded continuous learners who lead by example. Amazing benefits package. The company seems healthy and successful despite challenging economic times. C-level and VP-level leadership is doing an amazingly good job.","This is a tough industry to be in. The work can be demanding (but for those who genuinely want to learn and grow in their career, there is no shortage of room to grow). Grit, courage, and self-driven continuous learner mentality is a requirement for this company, which isn't a con per se, but sometimes conditions are ambiguous and challenging in innovation spaces during uncertain economy. Internal team compositions are sometimes awkward when working across teams, which isn't horrible but there's room for improvement that can make our need for agility and cross-functional knowledge-work less demanding."
Motional,4.0,"Feb 20, 2024",Cutting Edge Technology and Interesting work,Software Engineer,"Current Employee, less than 1 year",,"Cutting Edge Technology
Interesting work
Great hired talent
Holidays are generous
PTO and sick time is generous
Company Match is generous","Strict deadlines
Worries about the future"
Motional,4.0,"Feb 23, 2024",Good,Component Engineer,"Current Employee, less than 1 year","Pittsburgh, PA",It is a fast paced environment to work in,There have been no cons
Motional,4.0,"Jan 5, 2024","A lot of great things, some ""big company"" annoyances.",Principal Engineer,"Current Employee, less than 1 year",,"Pay, benefits, equity are all very strong.
Company leadership is serious about the product: Taking AV safety seriously and moving forward with reasonable plans. Willing to make needed changes to get there.
By and large great people, and a great work environment.
Remote friendly.","HR is really kinda broken. Had all kinds of problems with benefits, onboarding, that kind of thing. Annoying, not too terrible.

Lots of silos and stovepipes internally can make it difficult to get big things done unless you know how to work with that. Also annoying but not terrible."
Motional,5.0,"Feb 20, 2024",Good Place,Software Engineer,"Current Employee, more than 3 years","Boston, MA","Nice work culture
Great people
Collaborative",They cut down free office lunch
Motional,5.0,"Feb 9, 2024",Good work,Principal Technical Program Manager,Current Employee,,"Work environment is good.
Technology is promising.
Benefits are good
more alignment towards Hyundai, better prospects for funding.
Work from home is not a problem.","Life moves on slack.
Still behind Waymo and cruise"
Motional,2.0,"Feb 15, 2024",Good,Engineer,"Current Employee, more than 1 year","Pittsburgh, PA","Late startup, lot to learn",lacking strong leadership both in engineering and bussiness.
Motional,5.0,"Feb 3, 2024","Excellent Leadership, Work-life balance and Benefits!",Anonymous Employee,Current Employee,,"Every employee, no matter where they are on the corporate ladder, within the company is able to understand the direction the company is headed. Full transparency from the leadership.",Not many cons to think of.
Motional,3.0,"Feb 7, 2024",Duties Unclear,Anonymous Employee,"Current Employee, more than 3 years",,"Great Benefits, remote work, and exciting tech","Promotions are scarce, Vision doesn’t trickle down, Lots of chiefs."
Motional,4.0,"Feb 9, 2024",Chaotic but worth the pay,Software Engineer,Current Employee,"Pittsburgh, PA","Work life balance, coworkers, pay",Management could be better at times
Motional,5.0,"Feb 10, 2024",Good work life balance,AV Test Engineer,"Current Employee, more than 1 year","Las Vegas, NV","Work life balance
Advance tech","Funding worries
Unrefined processes
Instability"
