Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Skyscanner,5.0,"Jul 23, 2023",Good work life balance,Comercial Manager,"Current Employee, more than 1 year","Miami, FL",Great place to work before the pandemic,No mobility if you working in the US
Skyscanner,2.0,"Sep 18, 2023",Not good for neurodivergent people,Partner Services Executive,"Former Employee, less than 1 year","Miami, FL",Everyone is very nice and engaged in interpersonal relationships.,"Being told to reveal a diagnosis to someone with whom I did not feel comfortable sharing with, multiple times by HR and my skip level manager, who I told specifically because I don't work closely with either and their knowledge wouldn't affect my day-to-day working. Salaries are low, backend systems are quite wobbly. Naming conventions for teams are totally random and unrelated to the team's work, and in most slack channels you will not find clues as to what that team handles. Makes it very difficult to find a rhythm."
Skyscanner,4.0,"Sep 28, 2022",Great culture,Senior Growth Manager,Current Employee,,The most empathetic people in a very human environment. Incredible work-life balance.,Hard to feel like you’re making an impact
Skyscanner,5.0,"Jul 12, 2022",Great company,Anonymous Employee,Former Employee,,Great company to work for. The team is wonderful,Since the company is very big sometimes there was a misalignment of information.
Skyscanner,4.0,"Jul 18, 2022",Good,Marketing and Branding Specialist,"Current Employee, more than 1 year","Richmond, VA",A good place to work.,Sometimes they can be a bad place to work.
Skyscanner,5.0,"Aug 12, 2014","Work environment that breeds creativity, collaboration and success!",Anonymous Employee,Current Employee,,"Employee empowerment is key. Not only does Skyscanner focus on continued learning, but they encourage their associates to speak their minds and problem solve. They create a culture where its okay to try something new and not simply fit into the mold. They provide flexible work hours, regular feedback, charity days to connect to the community, an abundance of vacation, inter-office bonding events, and an amazing community of free-thinkers I am happy to be a part of.",I got an error message asking that I put cons in. I'm sure I'm not the first Skyscanner employee to attempt to skip this section and end up seeing that red box. It's for a reason.
Skyscanner,5.0,"Jan 6, 2014","Fun, relaxed yet fast paced work atmosphere.",Engineer,"Current Employee, less than 1 year",,"Skyscanner has a great company culture, and great people. The traditional ""corporate"" bureaucracy is almost non-existent. The reinforces collaboration through teamwork while acknowledging and rewarding individual accomplishments. They provide ample opportunity for career development and make on-going training a priority. Flexible working takes into consideration ""real"" life and doesn't keep me tied to a desk 9-5.",Sink or Swim. Skyscanner is a very fast paced work environment where collaboration and individual drive is key. With a complex product it is at times challenging to understand the ever changing technologies that the company is based on.
Skyscanner,5.0,"Dec 12, 2016",A Truly Exceptional Company,Anonymous Employee,"Former Employee, more than 1 year","Miami, FL","Skyscanner is a company with humble beginnings founded by the most humble and down to earth CEO you will ever meet. The company's transparency and trust in the hired staff is what truly makes it a special place to be in. Great benefits, fantastic people to work with and I always found room for growth. I learned a ton every day and I see a bright future ahead for the company.","There could often be too many meetings and being in the smaller offices, one could feel pressured to attend although it wasn't relevant. There could also be difficulty with communication between the different offices around the world."
Skyscanner,5.0,"Jan 23, 2020","Unique Culture, great people, amazing technology and product.",Principal Engineer,"Current Employee, more than 3 years",,"This is the best company I've worked in my career, the culture is extremely good, everyone lives and breathe the values. It's the only company I know that really put the customer first at the heart of decisions, even if the decision could hurt profit, it's all about the traveler experience.  Lot of great technology and big scale systems, which is a dream for Engineers.  Genuine opportunity to make an impact in the world via changing Travel. Great offices. Fail forward culture. I keep learning like the first day and that is priceless for me, a lot of smart people to learn from. Strong people focus.","I can't see any, I guess that is very fast paced, but it is an Industry characteristic."
Skyscanner,4.0,"Apr 3, 2018",With great benefits come great bureaucracy,Anonymous Employee,"Current Employee, more than 3 years",,"- Great health insurance at no cost to the employee. Family members added means you pay a little but nothing outrageous.
- Fully vested 401k the moment you start. And contributions up to 5% matched by the company.
-Brilliant people that really are a joy to work with in all of our offices.","-Creativity has been stifled at the cost of velocity.
-Autonomy feels like an illusion in terms of creation.
-Takes a long time to get most anything agreed upon when it comes to higherups."
Skyscanner,5.0,"Jan 20, 2020",Doing it right!,Senior Talent Executive,"Current Employee, more than 8 years",,Skyscanner is a rare gem for it's product scale! We are proud to have a culture that is aligned both externally and internally and trying to serve our society and internal team in the best way possible. It's a dream to be part of this team and exciting to be part of a company that seeks to transform the travel industry pioneering what's already embedded deeply in our mindset: to be sustainable and traveller first!,"Managing change and growth is always a challenge, but it's the good type of problem."
Skyscanner,5.0,"Jan 3, 2014",Absolutely incredible place to work!,"Sales Manager Hotels, Americas","Current Employee, less than 1 year","Miami, FL","This company has a similar culture as some of the coolest, most fun and innovative companies in the world. It's one of the best companies to work for in the world. I am so lucky and happy to be working here.  

- Relaxed, fun and motivating atmosphere 
- Flexibility & work/life balance
- Bright, creative, quirky and awesome people/colleagues
- Flat organization structure
- Benefits/perks
- Growth opportunity","Benefits (healthcare cost), but this will be improving as company grows and we hire more employees."
Skyscanner,2.0,"Feb 4, 2018","Management is not good, Not a good place for career growth",Anonymous Employee,"Former Employee, less than 1 year","Miami, FL","Co workers are friendly. Make you feel welcome. The US office is more of a start up, so always get new responsibilities and can learn new things.","Not a good place for career growth. Main issue is with management. One of the few who was really good and talented left the company. Management mostly imported form UK and look biased.Don't lead by example. Seems quite a bit of nepotist culture as well. One of the leads had a spouse working in the office and always seem to favor him, helping the him get extra credit in-spite of the fact that he was totally incompetent."
Skyscanner,4.0,"May 31, 2016",Great Company to work for,Anonymous Employee,Former Employee,,"One of the best company's I've worked for, overall!
- People 
- Culture
- Autonomy
- Fun and Collaborative Working Environment","When I worked there, the America's region was just being launched so this part of the organization was running like a start-up, there were many challenges as expected, minimal training, not enough resources, etc."
Skyscanner,2.0,"Aug 4, 2019",Not great if you aren't at HQ,Product Manager,"Current Employee, more than 1 year",,I guess they are a big deal in Europe?  So notoriety?,"-  Employees are motivated to write blogs about things they've done, rather than actually doing work.  If you don't have a paper trail or a Confluence page pointing to what you've done, you don't exist.
-  Benefits (particularly for acquired companies and/or non-HQ offices) are below market.  

-  Gym benefit is $150 LIFETIME.  In California, you can use this to take a handful of yoga classes and/or go to budget gym for a year."
Skyscanner,4.0,"Feb 17, 2016",Process could be quicker,Anonymous Employee,Current Employee,,Very friendly recruiters who are willing to work with your schedule.,Longer process than usual. HR team is a little unorganized it seems.
Skyscanner,4.0,"Apr 26, 2016",Fun company,Anonymous Employee,Former Employee,,"The company culture is fun and friendly with lots of events throughout the year, the offices are a nice place to work and the company employs lots of interesting people",You can find yourself very busy with work due to the growth of the company
Skyscanner,5.0,"Jun 25, 2015",It's an Honour to work for such a great company!,Anonymous Employee,Current Employee,"Miami, FL",Absolutely brilliant place to work and I am confident it will continue to be so. Higher management is fantastic.,Sometimes communication can be tough between global offices.
Skyscanner,5.0,"May 7, 2021",Great company to work for with many opportunities to grow.,Growth Executive,"Former Employee, more than 3 years",,"Great work environment, with strong benefits, and good work-life balance.",Company tends to give more preference and attention to UK offices.
Skyscanner,4.0,"Jan 12, 2018",Great company to work for,Anonymous Employee,Current Employee,,"Great company to work for, for the most part. Good benefits, awesome people and a great environment.",No clear career plan in place.
