Company Name,Overall Rating,Review Date,Review Title,Job Title,Job Details,Location,Pros,Cons
Infinite Computer Solutions,1.0,"Feb 21, 2024",Not a Good Experience,Data Engineer,"Former Employee, less than 1 year",,Good Projects and good clients,"Not a good company to work for!
Very poor management
they wont answer your email or call. 
Sudden Layoff without giving any reason or time
Pay is very very less"
Infinite Computer Solutions,2.0,"Feb 12, 2024",Not micromanaged or even given direction,Devops Engineer,"Current Employee, more than 1 year","Temple Terrace, FL",It is a work from home position.,"Doesn't feel like a company working on a project together, more of just a contract position."
Infinite Computer Solutions,3.0,"Feb 10, 2024",Your Manager Matters,Programme Analyst,"Current Employee, more than 1 year","Atlanta, GA","You can move from project to project , gain experience and follow your own career path.",Working extra hard does not always get recognized or rewarded.
Infinite Computer Solutions,3.0,"Feb 8, 2024",IBM contractor,Sr Analog layout Engineer ,"Current Employee, less than 1 year","Burlington, VT",They make sure I get paid.,This is all they do.
Infinite Computer Solutions,1.0,"Jan 19, 2024",Worst company to work with,Payment exchange analyst,"Former Employee, less than 1 year","New Brunswick, NJ",No pros just a waste,All management team is liars sitting on the chair. Do not know how to work and just force and blame people with targets. No manager has manners or etiquettes to talk to female figures.. simply very rude. The head of HR is also rude and does not know how to talk to the employees
Infinite Computer Solutions,5.0,"Dec 14, 2023",Review of ICA,Site Reliability Engineer,Current Employee,"Atlanta, GA",I have been working with ICS and it was quite good and they are having good projects,No cons about the company
Infinite Computer Solutions,1.0,"Aug 16, 2023",For the love of all things holy DONT APPLY,DBQ Reviewer I,"Former Employee, more than 1 year","Rockville, MD",Working from home. Yep. That's it.,"- All of the team leads are a bunch of snakes. All of my monthly reviews with my team lead were nothing but positive and I was still let go. It didn't make any sense! -They would rather pick and choose their favorites and promote them rather than give raises to the employees that are actually hard working and care about their job position. (I wasn't the only one let go on the same day.) -You're given way more job responsibilities without a choice that are out of the job description you applied for and there is no compensation given. -If you think for a second that you have a life outside of work, please don't. To them, you don't have a life outside of work. -You have NO privacy. So what they say online about remote jobs being monitored is 100% true. -All of the above - have been instructions given by a company that are contracted with ICS (Deloitte) but ICS was not supposed to be on the contract in the first place (per Loyal Source Governemt Solutions) so they just went with it like a puppet and couldn't argue. -ICS is not accredited by the Better Business Bureau."
Infinite Computer Solutions,3.0,"Jan 10, 2024",Good Entry Level IT position,IT Service Desk Analyst,"Current Employee, more than 1 year","San Diego, CA","Good Entry Level IT position to gain experience
Fully Remote","Not much growth opportunities within the company.
Also spoke to coworkers who have been moved up within the company and the workload to pay raise is not worth being promoted."
Infinite Computer Solutions,3.0,"Dec 24, 2023",Great place to start but not to stay,Software Engineer,"Current Employee, more than 3 years","Alpharetta, GA","Good leadership
Great support from mentors
Ample Opportunity to grow","Not many internal trainings
Out dated tech stack in most projects"
Infinite Computer Solutions,4.0,"Oct 18, 2023",Ok,Director,Former Employee,"Atlanta, GA",Ok to work with Opportunities,Small company Ok to work with
Infinite Computer Solutions,4.0,"Aug 28, 2023",Good company to work for,Service Delivery Manager,"Current Employee, more than 5 years","Columbus, OH","Offers 401K, base salary life insurance, optional long and short-term disability and health insurance.","Don't interact with contract manager much, directly managed by Contract holder."
Infinite Computer Solutions,1.0,"Oct 16, 2023",Never choose Infinite if you have another option,AWS Developer,"Former Employee, more than 1 year","Atlanta, GA",No pros when working for the U.S Infinite branch. Maybe only one pro was the client was a big company and was utilising the latest technologies in the software realm.,"They have a shady way of how they operate, right from the hiring till the exit. Being an international student and working in the US, there are a lot of challenges with respect to employment and visa status . Infinite hired at a yearly salary in the range of $55,000-$60,000. The work with the client was very hectic as the bar set by Infinite to Client is very high and the employees were severely underpaid. This same line of work gets you atleast 85k-90k annually in the specified location. They offer sponsorship which is a great option for International students, but the horrible part was, they didn’t want to pay the minimum wage as per the LCA because it was a significant increase from what they were paying and instead asked the employees to relocate to remote counties/states on a 2 day notice as the LCA minimum pay for those areas is less and didn’t care if the employees had to commute 3hrs for work daily due to their demand of relocation . Also had some of my ex- colleagues getting fired in the midst of their H1-B filing as they had too increase their pay too. The communication of firing was given on literally the same day just 2 hours before the End of the business day. On asking the reason, the managers redirected to HR’s and Senior HR who ghosted and didn’t respond and started the blame game. No relieving letter and no communication whatsoever, just a minute call and an email to ask for the return of the laptop. They Don’t match 401k, have a pathetic insurance provider and overcharge on the deductions for these so called benefits. Unprofessional management to the core."
Infinite Computer Solutions,3.0,"Nov 21, 2023","Aren't upfront about duties, distant management",Desktop Support Engineer,"Current Employee, more than 1 year","Duarte, CA","No drama with receiving checks, environment isn't toxic.","Didn't disclose mandatory on call days, salary is very low for the field."
Infinite Computer Solutions,1.0,"Nov 26, 2023",Horrible Unethical Company,Anonymous Employee,"Former Employee, more than 1 year",,Worst company I have worked at.,"1. Leadership is unethical 
2. Horrible communication 
3. Do not conduct annual performance reviews.
4. Do not provide career development or any level of coaching.
5. Layoffs happen frequently with only 2 week’s notice."
Infinite Computer Solutions,5.0,"Sep 25, 2023",Good,Applications Developer,"Former Employee, less than 1 year","Knoxville, TN",Very good environment and good work culture,There is nothing to share
Infinite Computer Solutions,2.0,"Apr 13, 2023",Does not take care of employees - Terrible Communication and Close to No Benefits even if you pay monthly,Technical Project Manager,"Former Employee, more than 1 year","Rockville, MD",Able to work remote and worked with startups.,"Being super real, benefits were terrible, although it was a PPO plan, paid a high deductible and high copays before benefits kicked in. The nurse over the phone said it would be cheaper to do a C-PAP Test without telling them about my insurance. In addition, laid off with only a few minutes notice, myself and the rest of the team had only a few minutes notice, the supervising manager scheduled a random Microsoft Teams meeting with no warning or agenda - then we met and he said along with the HR lady, log your hours and sign out of everything. You're done. If you want to work somewhere where you're not sure it's your last day with terrible benefits, work here. PS There's no severance package either, they treat you like a number."
Infinite Computer Solutions,3.0,"Oct 25, 2023",flexible shift,Scheduler,"Current Employee, more than 1 year","Raleigh, NC","flexible shift, supervisors are very knowlegdgeable","pay rate low, weekend working hours"
Infinite Computer Solutions,4.0,"Jul 29, 2023",good company but needs more improvements,Sr. QA Engineer,"Current Employee, more than 3 years",,Good benifits multiple projects large pool of projects including state goverments,"less pay, no bonus minimal increments"
Infinite Computer Solutions,4.0,"Aug 1, 2023",Working at Infinite,Lead UX UI Designer,"Former Employee, more than 1 year","Herndon, VA",Decent pay and it was remote.,Difficult deadlines and rough work life balance.
Infinite Computer Solutions,3.0,"Oct 6, 2023",Good company for freshers,Account Manager,"Former Employee, less than 1 year","Salt Lake City, UT",Huge portfolio Supportive management Work Visa,Low pay Mostly customer success role
Infinite Computer Solutions,1.0,"Sep 21, 2023",Disorganized company,Customer Care Executive,"Former Employee, less than 1 year",,Working from Home was nice,Disorganized company and no care for the Veterans and lazy inexperienced managers working for the VA contract.
Infinite Computer Solutions,5.0,"Jul 31, 2023",Great Place to work.,Anonymous Employee,Current Employee,,Good Team and management support,nothing as of now !
Infinite Computer Solutions,1.0,"Sep 28, 2023",No good,Junior Java Developer,Former Employee,,Healthcare projects less work Not good for career growth,No career growth Not good for career growth
Infinite Computer Solutions,3.0,"Aug 10, 2023",Not great ok,Technical Manager,"Current Employee, more than 3 years","Rockville, MD",Work life balance no pressure,"Compensation low ,benefits not good"
Infinite Computer Solutions,4.0,"May 18, 2023",good,Senior Software Engineer,Former Employee,,good work enivironment and great pay for experienced,no cons as of now
Infinite Computer Solutions,4.0,"Apr 28, 2023",Good,Software Developer,Current Employee,,"We get leaves, on-time pay, and professional immigration help. Have many clients.",No employer 401K contribution. Apart from that everything seems fair.
Infinite Computer Solutions,5.0,"Apr 19, 2023",It's very good company,Team Lead,Former Employee,"Hyder, AK",Good onsite opportunities Flexible time,I don't see any cons
Infinite Computer Solutions,5.0,"Jan 11, 2023",Entrepreneurial and Agile in terms of decision making,Anonymous Employee,Current Employee,"Rockville, MD",The company has made some impressive moves in healthcare and banking recently which has it on a solid growth trajectory.,The battle for talent is on and the talent supply chain folks are going to need to target colleges to recruit new blood as well as institute a training program at a center in the U.S. and India.
Infinite Computer Solutions,1.0,"Jul 13, 2023",No security of job,Software Test Engineer,Current Employee,"Indianapolis, IA",It has some very good projects and team.,They hired only for 6 months and no prior notice of last day. I was not even allowed to submit my 6 months work.
Infinite Computer Solutions,2.0,"Jun 6, 2023",Mediocre Company,Senior Full Stack Developer,Former Employee,"Rockville, MD",- Integrated a lot of new technology - Remote Work,- Not communicative - Benefits were terrible
Infinite Computer Solutions,2.0,"Apr 18, 2023",Tyrant Owner,Front Desk Receptionist,"Current Employee, less than 1 year","Rockville, MD",Nice staff Friendly environment Room for career growth,"Do you like being yelled at? Expectations change daily and if you don't read the boss's mind, he might explode"
Infinite Computer Solutions,4.0,"Feb 3, 2023",Good client base,Software Engineer,Current Employee,,"Good pay, benefits and work culture",I didn't find any cons
Infinite Computer Solutions,1.0,"Jan 24, 2023",Run away from this company,SQL DBA,"Former Employee, more than 3 years","Long Beach, CA",- There are no pro's except the fact that this company help employees with visa issues especially who are on H1B,- You won't get paid if you are working as a consultant. They will delay your pay for 2-3 months - Management doesn't value your time. You will be assisting offshore team at 2-3AM in the morning. No work file balance -They fire employees without giving reasons. Employees are disposable for them - No growth in the company - No hikes and underpay you than average market salary
Infinite Computer Solutions,3.0,"Apr 11, 2023",Demanding but satisfying role,Final Contention Reviewer,Former Employee,"Rockville, MD",Get to use analytical skills and time management,Training time was very quick
Infinite Computer Solutions,1.0,"Mar 1, 2023",False Promises,Implantation Specialist,"Former Employee, less than 1 year","New Orleans, LA","Annual Pay, Vendor connections, n/a","Offer job as full-time, but cut you when project budget tanks. No real structure (Management, HR, payroll etc). Infinite manager says one thing and then back-pedals. Antiquated internal systems (payroll, etc). Can't take vacation or sick days until all time is earned at the end of first full year, without getting docked. Do not match on 4o1k."
Infinite Computer Solutions,4.0,"Jul 4, 2022",W2 Contractor to IBM,Software Engineer,"Former Employee, less than 1 year",,"ICS was a good company to work for as a contractor. I did not communicate with them very often, unless there was something wrong with my medical or payroll, as you would expect with an IT Contracting company.",I was given 1.5 days notice that my contract was being terminated due to budget cuts. If the reason for termination was due to budget cuts they could have given me two weeks notice.
Infinite Computer Solutions,5.0,"Dec 13, 2022",Great people to work with,Developer,Current Employee,"Tampa, FL","Challenging, great people to work with",Nothing serious that I can recall
Infinite Computer Solutions,1.0,"Apr 17, 2023",Worst company,Technical Manager,Current Employee,,Dont find any best about it.,Worst company with no ethics as they do lay off their employees with no prior notice after working so hard
Infinite Computer Solutions,1.0,"Apr 21, 2022",Horrible HR practices and empty promises,Operations,"Former Employee, less than 1 year","Washington, DC",A job is better than no job.,"Does not comply with multiple department of labor regulations as part of recruiting and onboarding process and is unwilling to bring processes into compliance despite advice of industry leading experts. A time card is required of all salaried employees and pay is withheld (illegally) if time card is missed. Unwilling to let you submit your time card prior to the last day so if you're out of the office, you are still required to login. Refuses to include state tax forms as part of onboarding process. Will not offer a paper check option. Invoicing of client projects regularly does not happen despite a complete and transparent billing process so employees relying on that as part of compensation are left without commission. No maternity leave, no 401k match, but company has the capital to acquire and dismantle other products. Broken promises from day 1, from the simple promise of a 'welcome goody package' that was never delivered to a promise of growing the product but instead offshoring it. If you work for this company, make sure you have a plan B. Out of touch CEO offered no comfort/morale boost when team experienced 2 deaths within a week but instead touted him as the savior who rescued the product from demise."
Infinite Computer Solutions,1.0,"Feb 27, 2023",The worst employment experience I've ever had,Anonymous Employee,"Former Employee, less than 1 year",,In my short time there were none.,"Lack of communication, being assigned to dead end projects and then being let go in a one line email."
Infinite Computer Solutions,1.0,"Sep 22, 2022",Worst company,UX Designer,"Current Employee, less than 1 year",,"Nothing
There is no reason to work here","Do not work here as a UX Designer. This is a developer first organization. They do not do user research. All this is is uninformed interface design. If you are unfortunate enough to work here you spend your time basically begging to do user research that will never happen. They work at such a pace that is unnatural for any workplace. As well, there confusing ownership of multiple businesses creates an environment where no one knows what is going on. Perhaps the most unprofessional work0lace I have ever been in."
Infinite Computer Solutions,5.0,"Oct 19, 2022",Growth oriented,Anonymous Employee,"Current Employee, less than 1 year",,Too early to mention on this,Not in position to mention about this.
Infinite Computer Solutions,4.0,"Oct 7, 2022",Infinite,Senior Consultant,Current Employee,,Long-term contract and freedom to work.,Communication for its consultants and language barrier sometimes.
Infinite Computer Solutions,1.0,"Apr 18, 2022",Outdated management style,IT Desktop Support,"Former Employee, less than 1 year","Irwindale, CA",Wide selection of Keurig coffee and tea. I don't even like Keurig but hey.,"Fear-based micromanagement style! No established respect and trust between the employees. On the first day, I remember I had to sit down for 8 hours without any assigned workstation or computer and the managers and employees would walk by not caring about introducing themselves and giving me the tour. That went on for a week and it wasn't just me but 4 other new employees! After that, I was just a ""nobody"" doing whatever they asked me to do. No employee was willing to train and help me learn things because everyone was either fearful of losing their jobs or resenting the toxic politics that was going on between the managers. I don't want to start on the unprofessional HR process from interview to hiring. I thought I'm being scammed but I needed a job fast so I gave it a try. The benefits are terrible. $105 out of pocket health insurance?!"
Infinite Computer Solutions,4.0,"Sep 11, 2022",Good company to grow,Assistant Manager,"Current Employee, more than 5 years","Rockville, MD","Flexible work timings
There will be growth if you are willing to learn",Nothing as of now .
Infinite Computer Solutions,5.0,"Aug 26, 2022",Awesome Leadership Team,Contractor,"Current Employee, more than 1 year",,"Great Team, understanding, pleasant work experience. Ample opportunity",Has been a great experience so far no complaints
Infinite Computer Solutions,1.0,"Sep 20, 2022",Fake reviews are from India,Project Manager,Former Employee,,"Money for bills, food and rent.","Corrupt and creepy management.
Most positive reviews are FAKE from India.
This company has terrible ethics. Promises W-2 hourly contractor, pay by the hour in written contract. Does not even pay for hours over 40.
Corrupt, arrogant, dishonest the core.
Terrible benefits cost as much as any outside insurance.
No holiday pay, no vacations, no sick time
Just google their terrible human rights violations in India. Their have formal complaints against them by several employees."
Infinite Computer Solutions,4.0,"Jun 9, 2022","Good management, Look after you",Data Engineer,"Current Employee, more than 1 year","Rockville, MD","They take care of their employees for the most part. Being a service provider, the clients always think they are right, but Infinite will back their employees when the client is wrong.",Long hours sometimes. Little communication
Infinite Computer Solutions,4.0,"Aug 8, 2022",great job,Anonymous Employee,"Current Employee, less than 1 year",,the ceo is a great guy,sometimes i work too much hours there
Infinite Computer Solutions,5.0,"Jul 11, 2022",Great opportunities,Anonymous Employee,"Current Employee, less than 1 year",,Great people to work with.. great management style.. looks like a 1Billion dollar start-up.,Oversite of the team needs to be looked at
Infinite Computer Solutions,3.0,"Oct 24, 2022",Good place to start,IT Service Desk Analyst,Current Employee,"Albany, NY",Remote Good start up pay compared to others,Not really that much of growth Doing the same thing over and over
Infinite Computer Solutions,3.0,"Nov 3, 2022",Good to learn,Senior Systems Engineer,Current Employee,"Long Beach, CA",No Pros as such. Similar to any other India Based company,No actual benefits. Worst WLB.
Infinite Computer Solutions,1.0,"Sep 7, 2022",Creepiness,Senior Software Engineer,Former Employee,,"Creepy management asks for inside information about their client. Bully and harassment from management is the norm.
Fake positives reviews from India.
If you dont believe me how bad this company is, just google their employee complaints from India and their inhumane and unethical practices.","They just put you in front of their client. Employees interview, employees work so hard and they just collect money. This company deserves absolutely nothing."
Infinite Computer Solutions,4.0,"Jun 24, 2022",Fair work experience,IT Systems Engineer,"Current Employee, more than 3 years","Baltimore, MD",A good partnership with clients,HRs can be polite !!!
Infinite Computer Solutions,3.0,"Sep 22, 2022",Good,Lead Business Analyst,Current Employee,,"Good company to work,Average compensation",Average company with respect to managers
Infinite Computer Solutions,5.0,"May 11, 2022",Good start up,Anonymous Employee,Current Employee,,Growth will be good for all,Medical benefits are not so good
Infinite Computer Solutions,5.0,"Apr 20, 2022",Decent job with full remote work benefits,Quality Assurance Engineer,"Former Employee, more than 1 year",,This is an excellent company with full remote work options,Sometimes its problematic if you are supporting clients in different time zone.
Infinite Computer Solutions,3.0,"Sep 7, 2022",Ok,Project Manager,Current Employee,"Dallas, TX","Nice area, good view. Nice coworkers","President is condensing, doesn’t care about employees"
Infinite Computer Solutions,1.0,"Oct 11, 2022",I wouldn't recommend it,Product Support Specialist,"Former Employee, less than 1 year",,I really didn't see any pros to working here,-HR very poorly organized -0% on-boarding -No company culture -Terrible to no benefits
Infinite Computer Solutions,1.0,"Sep 4, 2022",Mistake,Senior Technical Architect,Current Employee,,W-2 / Time paid per hour,This company does absolutely NOTHING. They just place you in front of their clients and employee does ALL the work and they just collect money.
Infinite Computer Solutions,3.0,"Aug 2, 2022",Infinte Pros - Cons,Product Support Professional,"Current Employee, less than 1 year",,Remote work from home currently,"Culture, direction, communication of company"
Infinite Computer Solutions,5.0,"Mar 16, 2022",A very good company to work with,Account Director,"Current Employee, more than 8 years","Los Angeles, CA",A very good company to work with,None at this time - everything is good
Infinite Computer Solutions,2.0,"May 13, 2022",No salary Hike and low pay,Software Test Engineer,"Former Employee, more than 3 years",,Health insurance and paid holidays and 401k but less match,"No Hike even if you have been with them for many years.
They don't care unless they are making money from you.
Beware of fake promises for GC processing"
Infinite Computer Solutions,3.0,"Jul 2, 2022",Pretty Good,Anonymous Employee,Current Employee,,Seems to be pretty good,Can't really say anything bad
Infinite Computer Solutions,1.0,"Apr 6, 2022",Stay Away,Technical Lead,"Former Employee, more than 1 year","Los Angeles, CA",they provide laptop and good HR department,"so many cons..
1. micro management
2. management doesnt listen to their employees
3. they lie on all of their bid to win contract and once won they throw it on resources to deal with it. 
4. fake directors.. some of the directors i worked with were not even qualified for Business Analyst job..
5. so many more reason to stay away from this company."
Infinite Computer Solutions,2.0,"Jun 15, 2022",Not a great place to work,Anonymous Employee,Current Employee,,"Easy hours, not a whole lot of work load","Severely less pay
No structure
Office politics"
Infinite Computer Solutions,5.0,"Jan 25, 2022",Great place to work,Software Engineer,Current Employee,,"1. Learning is very good. 
2. All team members and managers are good",more work pressure depends on project
Infinite Computer Solutions,4.0,"Jan 21, 2022",Good organization to work with,Senior Software Developer,"Current Employee, more than 1 year","Baltimore, MD","No pressure 
everyone is approachable",Small organization so process is not well followed.
Infinite Computer Solutions,4.0,"Jan 25, 2022",SLA,Software Engineer,"Current Employee, more than 3 years","North Greece, NY",I like the people working there,I dont like overtime during weekdays
Infinite Computer Solutions,4.0,"Jan 3, 2022",It's good,Computer Programmer,Current Employee,"Boston, MA",I love it it's a good company,It's the best company to deal with
Infinite Computer Solutions,3.0,"Apr 3, 2022",Decent company,Vice President,Former Employee,,Responsive management.  Flexible approach. Good,HR was bad.  No bench resources.
Infinite Computer Solutions,4.0,"Aug 29, 2021",Good company to have good work/life balance,Software Developer,"Current Employee, more than 1 year",,"- HR Team is great
- Supportive Management
- Good work/life balance","It's been closed to 2 years working for this company & I don't see any big concerns. If I have to say, then it's gonna be their Health Insurance plan. It is not great."
Infinite Computer Solutions,3.0,"Mar 22, 2022",Infinite IT Architect,Anonymous Employee,Former Employee,,FTE benefits and salary as agreed,Typical corp where your just a number and everything is a flowchart
Infinite Computer Solutions,1.0,"Dec 13, 2021",Horrible company that lies to its employees and clients.,Director of Infrastructure,"Current Employee, more than 1 year","Duarte, CA","The only ""pro"" is a temporary paycheck.","Executive management lies to it's employees promisingthey will not be replaced by individuals in India but they willbe, makes huge mistakes with payroll because they don't have the money to pay the employees so they act as if there is a glitch in system, they lie to clients about performance metrics making clients think they are doing great when they are not."
Infinite Computer Solutions,4.0,"Nov 19, 2021",good,Anonymous Employee,"Current Employee, more than 3 years","Boston, MA",Good life circles for remote positions,depend on client or project
Infinite Computer Solutions,5.0,"Sep 24, 2021",Senior Operations Analyst,Senior Operations Analyst,"Current Employee, more than 5 years","Columbus, OH",Great opportunities for personal growth,None that I can think of
Infinite Computer Solutions,1.0,"Feb 2, 2022",Scam,Anonymous Employee,Current Employee,,No Pros.. Interview process was easy. But they cheat you by providing offer letter...If you have any other way to get a job please choose that way...... DON'T ACCEPT OFFER LETTER FROM THIS COMPANY..,Fake company. No security in Job...Scam...No integrity....
Infinite Computer Solutions,3.0,"Jan 16, 2022",Overall Not bad,Software QA Lead,Current Employee,"Tampa, FL","No Bench concept, No Manager pressure","No hike , No bonus , No Projects"
Infinite Computer Solutions,3.0,"Dec 15, 2021",Nice company,Desktop Support Analyst,"Current Employee, less than 1 year",,"It’s an remote job so you can work from home
Don’t need any experience in IT",Mondays and Tuesday are extremely busy buts that’s it
Infinite Computer Solutions,1.0,"Feb 22, 2022",Review,Technical Business Analyst,"Current Employee, more than 3 years",,"Biweekly pay is timely 
2 weeks paid vacation","No Employee satisfaction, no hikes - A very unapproachable and rude HR"
Infinite Computer Solutions,4.0,"Jul 6, 2021",Nice organization to work with,Team Lead,Current Employee,"Duarte, CA",Work Life Balance. New learning opportunities,The management is not that organised
Infinite Computer Solutions,1.0,"Sep 8, 2021",Terrible culture in Rockville office,Executive Assistant,"Former Employee, more than 1 year","Rockville, MD","Good salary, great coworkers, offices were nice","The C suite is filled with out of touch bosses who will literally yell at you and fire you for getting the toppings on their sandwich wrong. If you’re in the c-suite, RUN."
Infinite Computer Solutions,1.0,"Oct 12, 2021",.,CRM Specialist,Current Employee,"Charlottesville, VA","Remote work can be done
Pays on schedule.",Not a stable job . Can work for time being.
Infinite Computer Solutions,1.0,"Sep 1, 2021",Worst place to work with,Medical Scribe,"Former Employee, less than 1 year",,there are no positive words to communicate for this company,"the higher managers were a nightmare to work with, very catty, and very unprofessional"
Infinite Computer Solutions,5.0,"Mar 26, 2021",Customer Service Representative on IBM Contract with NY DOL,Customer Service Representative,"Current Employee, less than 1 year","Rockville, MD","Working from home as an asset for Infinite Computer Solutions has been a great opportunity to earn money and stay safe from Covid19. This has been an unusual year 2020-2021 to say the least, so working from home lessens the disease risk. Also, I am able to watch my kids while they do school from home as well.","The blessing of working from home is also its own curse: you have to convince yourself you are ""at work"", so I still show and dress the part to get into the mindset. Also working from home answering the phone requires a quiet work space that is difficult to achieve. (Use a microphone that blocks noise that isn't near the microphone)."
Infinite Computer Solutions,5.0,"May 5, 2017",Database administrator,Database Administrator,Current Employee,"Castro Valley, CA","Helping clients to develop the latest state-of-the-art databases that are fit for purpose.
 Setting up database structures and queries to the precise requirements of clients.
 Carrying out code reviews on the work of other third part developers.
 Deploying bug fixes in a timely manner & in a way that causes minimum disruption.
 Working closely with project managers, business analysts, data architects and DBAs.
 Resolving client and internal database issues quickly and at minimum downtime.","Design a program that is similar to xerox program to improve company management  (store, technician reports, dispatching)
Completed the program which improve the company storing system by 30% and reduce time for dispatching and paper work by 40%"
Infinite Computer Solutions,1.0,"Jun 18, 2018",Worst contracting agency on the planet. Just say NO Thanks.,Computer Lab Technician,"Former Employee, more than 3 years","San Ramon, CA",Not a single positive thing can be said of these people.,"First they lied to me to get me to accept the position. It was never a ""contract to hire"". Second they screwed me over when I became eligible for company benefits and made me wait another 6 months. Third, they tried six or seven times to demand that I allow them to rip up my contract so they could cut my pay. Finally I was told today that my job had ended, only nobody from Infinite ever bothered to email or call me about this. I am unemployed and not one of those morons bothered to let me know. It is their job as my employer. They have known for days. Nobody has written or called me to say I was done, or thanks for all your work, or even screw you. Absolutely the worst agency I have ever had the displeasure to work for. You are not a person to them, just money and a number."
Infinite Computer Solutions,1.0,"Jul 11, 2018",Software Tester,QA Tester,"Former Employee, more than 3 years",,"None - zero - you're a warm body adding to their bottom line - that's it. Never heard from them after signing the initial paperwork, which took over two weeks for the background checks and alike, due to some pretty incompetent office staff.  Every day they would call to get one more piece of data - hey guys - ever hear of a checklist?  Everyone there in the hiring office seems fresh off the boat from Bangalore.","They zap you an extra $105 dollars every pay period for your benefits on top of the premium you have to pay. And they went out of their way to sign employees up for every type of insurance known to man, just so they could make money off of it.  
These people also used real payroll data from real employees/contractors to perform some internal software tesing, and that data got stolen.  So they had to pay for 2 years of fraud monitoring for their employees."
Infinite Computer Solutions,4.0,"May 19, 2021",Good Company,Contract Professional,"Current Employee, more than 3 years","Atlanta, GA","Flexibility, decent salary, 401k even though it is not a match and there is medical and dental","This is contract type jobs, so no paid vacation, so when you take time off, you don't get paid. If support a company where they believe in work life balance then you will have tons of flexibility, otherwise not so much and health care has high deductible and 401k no match"
Infinite Computer Solutions,5.0,"Apr 3, 2016",Very professional and engaging company,Vice President,"Current Employee, less than 1 year","Plano, TX","- very active and ambitious company with high integrity
- close knit group and innovative culture
- diverse group and individuals with rich background","- wanting to grow in a very competitive environment
- weak on technical sales team
- top of mind presence needed with top execs of target customers"
